time,OBS1,OBS2,OBS3,OBS4,OBS5,OBS6,OBS7
1.000000000000,-.6356150556233704,6.788060153359229,11.05741505281891,24.43292940636380,24.62373802902700,11.99605792844107,7.003089827959007
